Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date,movie_title,movie_id,language,poster,popularity,vote_average
10/13/23,"Crazy, Stupid, Love.",2011,https://boxd.it/4Znf79,4,Yes,,10/13/23,"Crazy, Stupid, Love.",50646,en,https://image.tmdb.org/t/p/original'/p4RafgAPk558muOjnBMHhMArjS2.jpg,45.931,7.257
10/17/23,Superbad,2007,https://boxd.it/50ur4f,4,Yes,,10/16/23,Superbad,8363,en,https://image.tmdb.org/t/p/original'/ek8e8txUyUwd2BNqj6lFEerJfbq.jpg,65.935,7.247
10/18/23,Cruella,2021,https://boxd.it/510vHJ,5,,,10/18/23,Cruella,337404,en,https://image.tmdb.org/t/p/original'/wToO8opxkGwKgSfJ1JK8tGvkG6U.jpg,83.876,8.024
10/23/23,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,https://boxd.it/52CDxR,3.5,,,10/23/23,"To Wong Foo, Thanks for Everything! Julie Newmar",9090,en,https://image.tmdb.org/t/p/original'/8bkJiI6N8wDxAtQ49bLUt0qCBII.jpg,23.221,7.297
11/2/23,The Day After Tomorrow,2004,https://boxd.it/568nzD,2.5,Yes,,11/2/23,The Day After Tomorrow,435,en,https://image.tmdb.org/t/p/original'/Wr4HeYQRvwVCxzOV5TmGE7UkXq.jpg,46.11,6.529
11/2/23,The Day the Earth Stood Still,2008,https://boxd.it/568nXl,1,Yes,,11/2/23,The Day the Earth Stood Still,10200,en,https://image.tmdb.org/t/p/original'/mrw9NShY6I2FgXwk8Ge437pn08N.jpg,37.722,5.608
11/2/23,Percy Jackson & the Olympians: The Lightning Thief,2010,https://boxd.it/569cTT,3,Yes,,11/2/23,Percy Jackson & the Olympians: The Lightning Thief,32657,en,https://image.tmdb.org/t/p/original'/8wmqmvJknPv6WptTRSA9kGUkPV7.jpg,65.289,6.215
11/3/23,Fire of Love,2022,https://boxd.it/56an2N,4,,,11/2/23,Fire of Love,913823,en,https://image.tmdb.org/t/p/original'/9smEX8UP84yb2GisLwyAyQKvCWS.jpg,9.963,7.527
11/4/23,No Hard Feelings,2023,https://boxd.it/56M8jl,2,,,11/4/23,No Hard Feelings,884605,en,https://image.tmdb.org/t/p/original'/4K7gQjD19CDEPd7A9KZwr2D9Nco.jpg,58.504,6.826
11/15/23,Kick-Ass,2010,https://boxd.it/5afGPl,,Yes,,11/14/23,Kick-Ass,23483,en,https://image.tmdb.org/t/p/original'/8citjdBmjddZjlPsAHEyCKwGVvD.jpg,45.452,7.125
11/15/23,Kick-Ass 2,2013,https://boxd.it/5ahtXZ,,Yes,,11/15/23,Kick-Ass 2,59859,en,https://image.tmdb.org/t/p/original'/1go2A3gdQjaMuHWquybgoJlQRcX.jpg,35.573,6.401
11/19/23,Instant Family,2018,https://boxd.it/5bwKsX,,,,11/19/23,Instant Family,491418,en,https://image.tmdb.org/t/p/original'/xYV1mODz99w7AjKDSQ7h2mzZhVe.jpg,36.71,7.527
11/22/23,Just Friends,2005,https://boxd.it/5cr4oD,,Yes,,11/22/23,Just Friends,10033,en,https://image.tmdb.org/t/p/original'/jgs2mdFlx8NJzbxXTHeQxvQbN6n.jpg,22.366,6.178
11/25/23,Bo Burnham: Inside,2021,https://boxd.it/5dvSNv,,Yes,,11/25/23,Bo Burnham: Inside,823754,en,https://image.tmdb.org/t/p/original'/ku1UvTWYvhFQbSesOD6zteY7bXT.jpg,16.403,8.059
12/5/23,Godzilla,2014,https://boxd.it/5gW5YZ,,Yes,,12/4/23,Godzilla,124905,en,https://image.tmdb.org/t/p/original'/zokD6uxR2iWfYM3Y84yGJvnNTK7.jpg,96.698,6.333
12/5/23,Kong: Skull Island,2017,https://boxd.it/5h3G6f,,Yes,,12/5/23,Kong: Skull Island,293167,en,https://image.tmdb.org/t/p/original'/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg,235.831,6.539
12/7/23,Godzilla: King of the Monsters,2019,https://boxd.it/5hwyp7,2,Yes,,12/7/23,Godzilla: King of the Monsters,373571,en,https://image.tmdb.org/t/p/original'/fQ40gmFM4p03tXwMxQQKh2cCBW4.jpg,109.631,6.701
12/8/23,Thank You for Smoking,2005,https://boxd.it/5hFYH5,3,,,12/7/23,Thank You for Smoking,9388,en,https://image.tmdb.org/t/p/original'/xIlQYkRjpGBMXDkZoS3IRcckScA.jpg,21.919,7.192
12/8/23,Crying Ladies,2003,https://boxd.it/5hS099,,,,12/8/23,Crying Ladies,133688,tl,https://image.tmdb.org/t/p/original'/lwsGb1wHN56JKQywqTeB9ZeZ53v.jpg,2.22,4.7
12/9/23,Godzilla vs. Kong,2021,https://boxd.it/5hXlk3,3.5,Yes,,12/8/23,Godzilla vs. Kong,399566,en,https://image.tmdb.org/t/p/original'/pgqgaUx1cJb5oZQQ5v0tNARCeBp.jpg,123.613,7.618
12/9/23,Godzilla vs. Kong,2021,https://boxd.it/5hXlk3,3.5,Yes,,12/8/23,Godzilla vs. Kong,399566,en,https://image.tmdb.org/t/p/original'/pgqgaUx1cJb5oZQQ5v0tNARCeBp.jpg,123.613,7.618
12/10/23,(500) Days of Summer,2009,https://boxd.it/5iHAVP,2,,,12/10/23,(500) Days of Summer,19913,en,https://image.tmdb.org/t/p/original'/f9mbM0YMLpYemcWx6o2WeiYQLDP.jpg,45.064,7.282
12/12/23,Notting Hill,1999,https://boxd.it/5jnDUp,,Yes,,12/12/23,Notting Hill,509,en,https://image.tmdb.org/t/p/original'/hHRIf2XHeQMbyRb3HUx19SF5Ujw.jpg,163.922,7.3
12/16/23,Asteroid City,2023,https://boxd.it/5krjE9,4,,,12/15/23,Asteroid City,747188,en,https://image.tmdb.org/t/p/original'/qdq40gRS8xKnpFt5V75t6lUHgpx.jpg,52.467,6.483
12/31/23,Finch,2021,https://boxd.it/5rK6cR,4,,,12/30/23,Finch,522402,en,https://image.tmdb.org/t/p/original'/jKuDyqx7jrjiR9cDzB5pxzhJAdv.jpg,37.58,7.895
1/2/24,Godzilla Minus One,2023,https://boxd.it/5t1IJ3,4,,2024 cinema,1/1/24,Godzilla Minus One,940721,ja,https://image.tmdb.org/t/p/original'/hkxxMIGaiCTmrEArK7J56JTKUlB.jpg,1006.167,7.661
1/11/24,GoodFellas,1990,https://boxd.it/5yTaB3,3.5,,,1/10/24,GoodFellas,769,en,https://image.tmdb.org/t/p/original'/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,255.64,8.465
1/22/24,Perfect Days,2023,https://boxd.it/5EjxmR,4,,,1/21/24,Perfect Days,976893,ja,https://image.tmdb.org/t/p/original'/tvUHVSTJV9ITON3oyHaWp7oaAc8.jpg,95.16,7.836
1/23/24,Lost in Translation,2003,https://boxd.it/5FgO3P,1,,,1/23/24,Lost in Translation,153,en,https://image.tmdb.org/t/p/original'/4k4Yz08WGfbu8ITIjaG99XTeco8.jpg,100.501,7.395
1/25/24,Crazy Rich Asians,2018,https://boxd.it/5FP8uJ,2.5,,,1/24/24,Crazy Rich Asians,455207,en,https://image.tmdb.org/t/p/original'/1XxL4LJ5WHdrcYcihEZUCgNCpAW.jpg,171.031,7.066
1/26/24,The Best Offer,2013,https://boxd.it/5GhiiJ,3.5,Yes,,1/25/24,The Best Offer,152742,it,https://image.tmdb.org/t/p/original'/yfbsINSfotAHaeWKJbfsVKSckvq.jpg,22.783,7.828
1/29/24,Jojo Rabbit,2019,https://boxd.it/5Ig6nj,5,Yes,,1/29/24,Jojo Rabbit,515001,en,https://image.tmdb.org/t/p/original'/7GsM4mtM0worCtIVeiQt28HieeN.jpg,37.506,8.025
1/30/24,Avengers: Endgame,2019,https://boxd.it/5IPjlZ,4.5,Yes,,1/29/24,Avengers: Endgame,299534,en,https://image.tmdb.org/t/p/original'/or06FN3Dka5tukK1e9sl16pB3iy.jpg,240.198,8.253
2/1/24,Murder on the Orient Express,2017,https://boxd.it/5JIfDP,3,Yes,,2/1/24,Murder on the Orient Express,392044,en,https://image.tmdb.org/t/p/original'/kc2gJjebceoFgOQbukzPzP8SXVZ.jpg,52.65,6.712
2/2/24,"Planes, Trains and Automobiles",1987,https://boxd.it/5K7NLt,4.5,,,2/2/24,"Planes, Trains and Automobiles",2609,en,https://image.tmdb.org/t/p/original'/3RSucVsX96Ste8WDJfZP1hbNGqQ.jpg,26.537,7.239
2/5/24,The Batman,2022,https://boxd.it/5LDoWz,4.5,,,2/5/24,The Batman,414906,en,https://image.tmdb.org/t/p/original'/74xTEgt7R36Fpooo50r9T25onhq.jpg,445.215,7.677
2/9/24,The Marvels,2023,https://boxd.it/5N9rMb,3,,,2/9/24,The Marvels,609681,en,https://image.tmdb.org/t/p/original'/9GBhzXMFjgcZ3FdR9w3bUMMTps5.jpg,376.424,6.1
2/25/24,Annihilation,2018,https://boxd.it/5UAgBD,4,Yes,,2/25/24,Annihilation,300668,en,https://image.tmdb.org/t/p/original'/1dRweZy8DxGDhJFqiOA4Ni3I1ie.jpg,46.604,6.411
2/26/24,Mad Max: Fury Road,2015,https://boxd.it/5UNhsN,5,Yes,,2/26/24,Mad Max: Fury Road,76341,en,https://image.tmdb.org/t/p/original'/hA2ple9q4qnwxp3hKVNhroipsir.jpg,453.216,7.598
2/27/24,Poor Things,2023,https://boxd.it/5VEodV,5,,,2/27/24,Poor Things,792307,en,https://image.tmdb.org/t/p/original'/kCGlIMHnOm8JPXq3rXM6c5wMxcT.jpg,228.813,7.8
3/2/24,Spaceman,2024,https://boxd.it/5XdgzD,3,,,3/2/24,Spaceman,636706,en,https://image.tmdb.org/t/p/original'/f46WvKEsBn98WJbPJcO47ZoKn6B.jpg,60.046,6.811
3/3/24,Sunday Beauty Queen,2016,https://boxd.it/5XSDBf,4,,,3/3/24,Sunday Beauty Queen,430792,tl,https://image.tmdb.org/t/p/original'/kwahnbFcdO7LtVnybBoz83TwGIC.jpg,1.214,8.7
3/4/24,Society of the Snow,2023,https://boxd.it/5XXXtZ,5,,,3/3/24,Society of the Snow,906126,es,https://image.tmdb.org/t/p/original'/2e853FDVSIso600RqAMunPxiZjq.jpg,84.358,8.067
3/4/24,Tetris,2023,https://boxd.it/5Yq4Cv,3,,,3/4/24,Tetris,726759,en,https://image.tmdb.org/t/p/original'/4F2QwCOYHJJjecSvdOjStuVLkpu.jpg,54.562,7.726
3/5/24,Memento,2000,https://boxd.it/5YWbTR,4.5,,,3/5/24,Memento,77,en,https://image.tmdb.org/t/p/original'/nWtySDlffTfwAa0rSfq61o33ZXV.jpg,41.406,8.2
3/7/24,Oppenheimer,2023,https://boxd.it/5ZoRUj,4.5,,,3/6/24,Oppenheimer,872585,en,https://image.tmdb.org/t/p/original'/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,561.115,8.096
3/8/24,Society of the Snow: Who Were We on the Mountain?,2024,https://boxd.it/608jwz,,,,3/8/24,Society of the Snow: Who Were We on the Mountain?,1232289,es,https://image.tmdb.org/t/p/original'/uHTQVdJHbPMvaOdzqlqBXFTctCp.jpg,21.738,7.5
3/9/24,Charlie's Angels,2000,https://boxd.it/60zM73,3,Yes,,3/9/24,Charlie's Angels,4327,en,https://image.tmdb.org/t/p/original'/u5GbILxLgfeNHCnTtTRuhmAC9i4.jpg,39.424,5.828
3/9/24,The Banshees of Inisherin,2022,https://boxd.it/60C2jD,4,,,3/9/24,The Banshees of Inisherin,674324,en,https://image.tmdb.org/t/p/original'/4yFG6cSPaCaPhyJ1vtGOtMD1lgh.jpg,39.533,7.458
3/10/24,Leonor Will Never Die,2022,https://boxd.it/615WGh,4,,,3/10/24,Leonor Will Never Die,913689,tl,https://image.tmdb.org/t/p/original'/1RhMTthNne58E2P0moPWZcJjpkC.jpg,6.437,7.6
3/12/24,The Highwaymen,2019,https://boxd.it/629sRB,2.5,Yes,,3/12/24,The Highwaymen,500682,en,https://image.tmdb.org/t/p/original'/4bRYg4l12yDuJvAfqvUOPnBrxno.jpg,27.396,6.749
3/15/24,Horrible Bosses,2011,https://boxd.it/63tuoF,2,Yes,,3/15/24,Horrible Bosses,51540,en,https://image.tmdb.org/t/p/original'/uQkUwgyFHAm0jGQERPG6Z9o9Zbj.jpg,44.501,6.6
3/24/24,Superhero Movie,2008,https://boxd.it/67zUXf,2,Yes,,3/24/24,Superhero Movie,11918,en,https://image.tmdb.org/t/p/original'/4MtvQdh5VP7jMSydhggp1P80FMj.jpg,31.328,5.243
3/26/24,Imaginary,2024,https://boxd.it/68gewx,1.5,,,3/24/24,Imaginary,1125311,en,https://image.tmdb.org/t/p/original'/9u6HEtZJdZDjPGGJq6YEuhPnoan.jpg,147.912,6.226
3/26/24,Imaginary,2024,https://boxd.it/68gewx,1.5,,,3/24/24,Imaginary,1125311,en,https://image.tmdb.org/t/p/original'/9u6HEtZJdZDjPGGJq6YEuhPnoan.jpg,147.912,6.226
3/26/24,Tower Heist,2011,https://boxd.it/68j2x5,2,Yes,,3/25/24,Tower Heist,59108,en,https://image.tmdb.org/t/p/original'/1HcOyMODYZXnncMikfhYkw3x2ss.jpg,34.242,6.095
3/26/24,Tower Heist,2011,https://boxd.it/68j2x5,2,Yes,,3/25/24,Tower Heist,59108,en,https://image.tmdb.org/t/p/original'/1HcOyMODYZXnncMikfhYkw3x2ss.jpg,34.242,6.095
3/26/24,Fun with Dick and Jane,2005,https://boxd.it/68FQit,2,,,3/26/24,Fun with Dick and Jane,7552,en,https://image.tmdb.org/t/p/original'/1NBVGBi8Z6MhJBAJ5SuRMqP7o3T.jpg,25.216,6.203
3/26/24,Imaginary,2024,https://boxd.it/68FRkb,1.5,Yes,2024 cinema,3/26/24,Imaginary,1125311,en,https://image.tmdb.org/t/p/original'/9u6HEtZJdZDjPGGJq6YEuhPnoan.jpg,147.912,6.226
3/26/24,Imaginary,2024,https://boxd.it/68FRkb,1.5,Yes,2024 cinema,3/26/24,Imaginary,1125311,en,https://image.tmdb.org/t/p/original'/9u6HEtZJdZDjPGGJq6YEuhPnoan.jpg,147.912,6.226
3/27/24,BlacKkKlansman,2018,https://boxd.it/68I8UT,3.5,,,3/26/24,BlacKkKlansman,487558,en,https://image.tmdb.org/t/p/original'/8jxqAvSDoneSKRczaK8v9X5gqBp.jpg,31.791,7.513
3/29/24,Se7en,1995,https://boxd.it/69Yhe9,4,Yes,,3/29/24,Se7en,807,en,https://image.tmdb.org/t/p/original'/6yoghtyTpznpBik8EngEmJskVUO.jpg,337.057,8.373
3/29/24,Horrible Bosses 2,2014,https://boxd.it/69Yi0x,2,,,3/29/24,Horrible Bosses 2,227159,en,https://image.tmdb.org/t/p/original'/boBOkwIqgrs8noxBUSDkkicKa4K.jpg,47.449,6.181
3/29/24,The Lost City,2022,https://boxd.it/69YjUr,2,,,3/29/24,The Lost City,752623,en,https://image.tmdb.org/t/p/original'/neMZH82Stu91d3iqvLdNQfqPPyl.jpg,51.817,6.526
3/31/24,Jurassic Park,1993,https://boxd.it/6aV1k9,4,,,3/31/24,Jurassic Park,329,en,https://image.tmdb.org/t/p/original'/b1xCNnyrPebIc7EWNZIa6jhb1Ww.jpg,37.228,7.946
4/2/24,Blade Runner,1982,https://boxd.it/6bW9CB,3,,,4/2/24,Blade Runner,78,en,https://image.tmdb.org/t/p/original'/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg,69.178,7.936
4/2/24,One Day,2011,https://boxd.it/6bZ8kx,3.5,,,4/2/24,One Day,51828,en,https://image.tmdb.org/t/p/original'/n9jMwSg4IavdD8wqdYnyW5w3Mvp.jpg,45.556,7.4
4/2/24,Bride Wars,2009,https://boxd.it/6c4tjF,2,Yes,,4/2/24,Bride Wars,10521,en,https://image.tmdb.org/t/p/original'/eyXT8tmUoyHrg7YX1UVjmecHCWP.jpg,26.875,6.238
4/5/24,Godzilla × Kong: The New Empire,2024,https://boxd.it/6dd8pp,2,,2024 cinema,4/3/24,Godzilla x Kong: The New Empire,823464,en,https://image.tmdb.org/t/p/original/z1p34vh7dEOnLDmyCrlUVLuoDzd.jpg,2706.072,7.243
4/5/24,Marriage Story,2019,https://boxd.it/6cY8T5,5,,,4/4/24,Marriage Story,492188,en,https://image.tmdb.org/t/p/original'/91osxUqsq1JC0zJzB1CpAavlWu7.jpg,32.178,7.745
4/5/24,Bee Movie,2007,https://boxd.it/6dgpP1,,Yes,,4/5/24,Bee Movie,5559,en,https://image.tmdb.org/t/p/original'/1xlHV0AMoXQAOPAZXLQgq39tRCJ.jpg,46.362,6.026
4/8/24,Shutter,2008,https://boxd.it/6eraRd,1,Yes,,4/6/24,Shutter,10885,en,https://image.tmdb.org/t/p/original'/bft6OyITsxSZuTxu2oJipApLran.jpg,22.77,5.544
4/8/24,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,https://boxd.it/6erbOz,3,Yes,,4/6/24,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),495764,en,https://image.tmdb.org/t/p/original'/h4VB6m0RwcicVEZvzftYZyKXs6K.jpg,62.967,6.928
4/8/24,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,https://boxd.it/6erbOz,3,Yes,,4/6/24,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),495764,en,https://image.tmdb.org/t/p/original'/h4VB6m0RwcicVEZvzftYZyKXs6K.jpg,62.967,6.928
4/8/24,The Social Network,2010,https://boxd.it/6exKcd,3.5,Yes,,4/8/24,The Social Network,37799,en,https://image.tmdb.org/t/p/original'/n0ybibhJtQ5icDqTp8eRytcIHJx.jpg,50.5,7.365
4/10/24,Beverly Hills Cop,1984,https://boxd.it/6fykvT,3.5,,,4/10/24,Beverly Hills Cop,90,en,https://image.tmdb.org/t/p/original'/eBJEvKkhQ0tUt1dBAcTEYW6kCle.jpg,48.656,7.188
4/11/24,Downsizing,2017,https://boxd.it/6fTLT1,2.5,Yes,,4/11/24,Downsizing,301337,en,https://image.tmdb.org/t/p/original'/5bNzInSSAXfr0MFlHfb4IoQePVx.jpg,279.498,5.35
4/11/24,Downsizing,2017,https://boxd.it/6fTLT1,2.5,Yes,,4/11/24,Downsizing,301337,en,https://image.tmdb.org/t/p/original'/5bNzInSSAXfr0MFlHfb4IoQePVx.jpg,279.498,5.35
4/13/24,Beverly Hills Cop II,1987,https://boxd.it/6gFlzl,3,,,4/13/24,Beverly Hills Cop II,96,en,https://image.tmdb.org/t/p/original'/egDakU8O5yUwpUJP9IMAUVtIDll.jpg,42.01,6.481
4/19/24,Liar Liar,1997,https://boxd.it/6iDGdp,2.5,Yes,,4/18/24,Liar Liar,1624,en,https://image.tmdb.org/t/p/original'/p1habYSdC7oD3WygQ5lynU5G5rV.jpg,40.85,6.684
4/19/24,Dune,2021,https://boxd.it/6iXLV7,4,Yes,,4/19/24,Dune,438631,en,https://image.tmdb.org/t/p/original'/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,486.363,7.781
4/19/24,Dune,2021,https://boxd.it/6iXLV7,4,Yes,,4/19/24,Dune,438631,en,https://image.tmdb.org/t/p/original'/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,486.363,7.781
4/19/24,Dune: Part Two,2024,https://boxd.it/6iXMzB,4.5,,,4/19/24,Dune: Part Two,693134,en,https://image.tmdb.org/t/p/original'/czembW0Rk1Ke7lCJGahbOhdCuhV.jpg,836.038,8.168
4/23/24,Galaxy Quest,1999,https://boxd.it/6kDYMZ,4,,,4/23/24,Galaxy Quest,926,en,https://image.tmdb.org/t/p/original'/fZXSwgZknp81vmciTb86rw0MejV.jpg,152.321,7.06
4/25/24,Misery,1990,https://boxd.it/6lmxKR,4.5,,,4/25/24,Misery,1700,en,https://image.tmdb.org/t/p/original'/23Y65uWaVMpqfbZTN3CT0aei4D5.jpg,353.063,7.756
4/27/24,Hot Fuzz,2007,https://boxd.it/6m6EV5,4,Yes,,4/27/24,Hot Fuzz,4638,en,https://image.tmdb.org/t/p/original'/zPib4ukTSdXvHP9pxGkFCe34f3y.jpg,40.364,7.554
4/27/24,Ricky Stanicky,2024,https://boxd.it/6m7Xpf,2,,,4/27/24,Ricky Stanicky,1022690,en,https://image.tmdb.org/t/p/original'/cEuX73Q1wpMypB1cr4l3MoMGpL4.jpg,98.504,6.551
5/1/24,Jurassic World Dominion,2022,https://boxd.it/6nPTQD,2,,,5/1/24,Jurassic World Dominion,507086,en,https://image.tmdb.org/t/p/original'/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg,159.134,6.714